date,open_1day,high_1day,low_1day,close_1day,volume_1day,eqy_float,turnover_1day,open_1min,high_1min,low_1min,close_1min,volume_1min,turnover_1min,volume_proportion
2023/2/14,139.03,141.03,137.73,140.815,788442,137.119,0.0058,140.715,140.84,140.7,140.815,100550,0.0007,0.12752999
2023/2/15,140.34,142.74,138.62,142.05,1417668,138.243,0.0103,142.03,142.09,142,142.05,19361,0.0001,0.013656935
2023/2/16,155,163.6602,152.925,160.91,4786917,138.234,0.0346,160.7,161,160.69,160.99,39306,0.0003,0.00821113
2023/2/17,161,164.93,159.2001,162.53,1764536,138.234,0.0128,162.67,162.695,162.48,162.53,150778,0.0011,0.085449093
2023/2/21,162,163.53,156.11,156.59,1345394,138.234,0.0097,156.58,156.78,156.53,156.59,299634,0.0022,0.222710968
2023/2/22,157.71,160.79,154.745,160.79,1029665,138.234,0.0074,160.32,160.79,160.28,160.79,157331,0.0011,0.15279824
2023/2/23,161.18,162.54,158.35,162.19,1012128,138.234,0.0073,162.01,162.54,161.975,162.19,179133,0.0013,0.176986508
2023/2/24,161.24,162.56,160.34,161.37,756475,138.234,0.0055,161.21,161.42,161.21,161.42,24280,0.0002,0.032096236
2023/2/27,182.54,182.55,175.67,178.16,5814182,138.234,0.0421,177.85,178.36,177.815,178.16,235558,0.0017,0.040514384
2023/2/28,177.03,180.74,175.46,179.69,2816311,138.234,0.0204,180.21,180.3,179.49,179.69,342037,0.0025,0.12144859
2023/3/1,181.06,182.45,178,178.23,1856102,138.254,0.0134,178.18,178.235,178,178.12,28857,0.0002,0.015547098
2023/3/2,177.93,179,175.7,178.67,1330141,138.254,0.0096,178.86,178.9,178.6,178.67,129467,0.0009,0.09733329
2023/3/3,179.12,182.48,177.44,181.29,1121994,138.254,0.0081,181.31,181.41,181.2,181.29,119194,0.0009,0.10623408
2023/3/6,180.05,180.06,176.22,177.35,1123117,138.254,0.0081,177.43,177.56,177.32,177.34,27921,0.0002,0.024860277
2023/3/7,177.96,179.89,177.17,177.5,991677,138.254,0.0072,177.585,177.64,177.3,177.5,115029,0.0008,0.115994422
2023/3/8,177.51,177.51,174.72,176.36,520863,138.254,0.0038,176.35,176.46,176.22,176.36,61112,0.0004,0.117328357
2023/3/9,176.3,177.81,173.45,173.64,1222472,138.254,0.0088,173.722,173.75,173.45,173.64,438204,0.0032,0.35845729
2023/3/10,173.64,173.98,169.13,172.61,1075542,138.254,0.0078,172.48,172.76,172.47,172.61,145281,0.0011,0.135077012
2023/3/13,198.75,202.86,196.87,197.65,9337514,138.577,0.0674,197.325,197.88,197.325,197.65,264638,0.0019,0.028341377
2023/3/14,199,200.095,197.56,199.84,2766732,138.577,0.02,199.87,199.925,199.78,199.88,35519,0.0003,0.01283789
2023/3/15,199.98,200.65,199.38,199.94,2199732,138.577,0.0159,199.91,200.025,199.89,199.94,124828,0.0009,0.056746913
2023/3/16,199.9,200.78,198.59,200.48,1811027,138.589,0.0131,200.47,200.68,200.395,200.48,554851,0.004,0.306373676
2023/3/17,199.98,201.04,199.65,200.3,1768990,138.591,0.0128,200.29,200.35,200.21,200.3,21274,0.0002,0.012026071
2023/3/20,200,200.69,199.3,200.41,1069565,138.591,0.0077,200.24,200.41,200.24,200.41,18482,0.0001,0.017279922
2023/3/21,200.41,201.14,199.77,199.91,1047736,138.591,0.0076,199.9,200.07,199.87,199.91,149961,0.0011,0.143128613
2023/3/22,200.69,200.69,198.37,198.37,843396,138.591,0.0061,198.68,198.77,198.37,198.37,136073,0.001,0.161339395
2023/3/23,199.43,199.71,197.98,198.1,910906,138.591,0.0066,198.36,198.36,197.98,198.1,160726,0.0012,0.176446307
2023/3/24,198.1,198.3,196.93,197.64,791330,138.591,0.0057,197.975,197.975,197.4,197.64,99281,0.0007,0.125460933
2023/3/27,199.105,200.845,199.035,199.6,1854285,138.591,0.0134,199.38,199.77,199.12,199.6,147525,0.0011,0.079558967
2023/3/28,199.6,203.19,199.5,203.02,1263597,138.591,0.0091,203.13,203.18,203,203.02,74163,0.0005,0.058691972
2023/3/29,202.55,203.65,201.59,202.23,1279898,138.591,0.0092,202.04,202.32,202.04,202.23,277783,0.002,0.217035264
2023/3/30,203,203.61,202.68,203.08,1305003,138.591,0.0094,203.005,203.08,202.89,203.08,184833,0.0013,0.141634157
2023/3/31,203.01,204.41,201.77,202.47,1358187,138.591,0.0098,202.22,202.5,202.21,202.47,146223,0.0011,0.107660433
2023/4/3,203.41,203.5,199.75,202,1758904,138.591,0.0127,201.9,202.04,201.88,202,93023,0.0007,0.052886911
2023/4/4,202.65,205,202.38,204.89,1341838,138.591,0.0097,204.69,205,204.68,204.89,215093,0.0016,0.160297294
2023/4/5,205,206.24,204.79,205,2127699,138.583,0.0154,205,205.05,204.9,205,404617,0.0029,0.190166466
2023/4/6,205.77,206.38,204.9,205.55,2030514,138.596,0.0147,205.5,205.61,205.47,205.55,182085,0.0013,0.089674339
2023/4/10,204.52,205.05,203.49,204.7,1990048,138.595,0.0144,204.69,204.7,204.67,204.7,543901,0.0039,0.273310493
2023/4/11,205,205.5,204.46,204.98,2037613,138.595,0.0147,204.92,204.98,204.72,204.98,564005,0.0041,0.276796919
2023/4/12,205.4,205.75,205,205.2,1056000,138.595,0.0076,205.29,205.29,205.04,205.06,316266,0.0023,0.299494318
2023/4/13,205.1,207.165,205.1,206.25,1250960,138.595,0.009,206.355,206.37,206.18,206.25,134781,0.001,0.107742054
2023/4/14,205.1,206.89,204.915,205.5,2052171,138.595,0.0148,205.5,205.54,205.44,205.5,248534,0.0018,0.121107841
2023/4/17,206.35,206.35,205.1,205.4,1074422,138.595,0.0078,205.395,205.4,205.36,205.4,81837,0.0006,0.076168396
2023/4/18,205.15,205.6,204.65,205,1173962,138.77,0.0085,205.04,205.04,204.95,205,231127,0.0017,0.196877752
2023/4/19,204.76,205.405,204.68,205,1128291,138.852,0.0081,204.98,205,204.97,205,77463,0.0006,0.068655161
2023/4/20,205.31,205.45,204.14,204.29,1053645,138.852,0.0076,204.28,204.3,204.24,204.29,157597,0.0011,0.149573148
2023/4/21,204.95,205.23,203.5,203.8,1127884,138.852,0.0081,203.75,203.81,203.73,203.8,234462,0.0017,0.20787776
2023/4/24,204.5,204.5,203.16,203.27,1629949,138.852,0.0117,203.2,203.28,203.16,203.27,296549,0.0021,0.181937594
2023/4/25,203.9,203.94,202.82,203.2,1335132,139.02,0.0096,203.19,203.2,203.18,203.2,173649,0.0012,0.130061297
2023/4/26,202.53,202.975,201,201.39,1438293,139.02,0.0103,201.32,201.39,201.245,201.39,114680,0.0008,0.079733406
2023/4/27,201.4,202.14,200.5,200.76,1184194,139.067,0.0085,200.56,200.99,200.56,200.76,142787,0.001,0.120577372
2023/4/28,200.83,202,199.93,200,1663030,139.067,0.012,200.19,200.19,199.93,200,245624,0.0018,0.147696674
2023/5/1,200.18,200.44,198.93,199.16,1286696,139.067,0.0093,199.03,199.23,199.025,199.16,131616,0.0009,0.102289896
2023/5/2,199.72,200.36,199.37,199.93,1479485,139.067,0.0106,199.98,200,199.9,199.97,481183,0.0035,0.325236822
2023/5/3,200.8,200.8,198.52,198.58,1180134,141.428,0.0083,198.68,198.68,198.52,198.58,150678,0.0011,0.127678721
2023/5/4,198.54,199.42,197.82,198.5,1424672,141.451,0.0101,198.88,198.9,198.43,198.47,144670,0.001,0.10154618
2023/5/5,198.57,200.91,198.2,199.87,1642692,141.451,0.0116,199.795,199.87,199.7,199.87,257385,0.0018,0.156684881
2023/5/8,199.87,200.045,198.14,198.23,1535001,141.451,0.0109,198.315,198.39,198.15,198.23,274596,0.0019,0.178889786
2023/5/9,198.3,200.32,198.01,200,996013,141.451,0.007,200,200,199.97,200,87506,0.0006,0.087856283
2023/5/10,200.34,200.49,199.64,199.99,918698,141.451,0.0065,199.98,199.99,199.95,199.99,140534,0.001,0.152970835
2023/5/11,200.56,201,199.01,199.5,724788,141.451,0.0051,199.42,199.5,199.37,199.5,134223,0.0009,0.185189324
2023/5/12,199.5,200.18,198.07,199,1300455,141.451,0.0092,199.005,199.02,198.96,199,378111,0.0027,0.290752852
2023/5/15,199.29,200.2,199,199.55,1550663,141.451,0.011,199.52,199.56,199.28,199.55,184039,0.0013,0.118684073
2023/5/16,189.78,191.18,184.69,187.64,7070988,141.451,0.05,187.86,187.9,187.63,187.63,198390,0.0014,0.0280569
2023/5/17,191.12,194.78,190.04,193.05,3590091,141.451,0.0254,193.13,193.16,193,193.05,187778,0.0013,0.052304524
2023/5/18,192.56,195.2,192.56,194.15,2105605,141.451,0.0149,194.4,194.425,194.05,194.15,282910,0.002,0.134360433
2023/5/19,194.5,195.33,193.15,193.3,1479073,141.451,0.0105,193.305,193.32,193.15,193.3,325262,0.0023,0.219909362
2023/5/22,193.66,193.91,192.305,193.36,1431389,141.451,0.0101,193.33,193.39,193.31,193.36,280146,0.002,0.195716189
2023/5/23,193.85,197.07,193.18,196.49,1228842,141.451,0.0087,196.54,196.58,196.47,196.49,84454,0.0006,0.068726492
2023/5/24,197.27,197.86,195.23,195.42,579569,141.451,0.0041,195.42,195.56,195.42,195.42,71907,0.0005,0.124069783
2023/5/25,194.57,195.08,193.8,194.44,854439,141.451,0.006,194.435,194.44,194.37,194.44,86037,0.0006,0.10069414
2023/5/26,194.88,195.74,192.5,193.49,1264830,141.451,0.0089,193.49,193.49,193.41,193.47,306638,0.0022,0.242434161
2023/5/30,192.41,195.37,192.41,194.01,1185137,141.451,0.0084,193.995,194.03,193.99,194.01,139700,0.001,0.117876667
2023/5/31,194.95,196.38,194.32,195.7,1616930,141.451,0.0114,195.61,195.76,195.53,195.7,466273,0.0033,0.288369317
2023/6/1,195.47,196.2,194.51,194.67,977268,141.451,0.0069,194.535,194.77,194.53,194.67,184317,0.0013,0.188604354
2023/6/2,194.12,195.88,194,195.38,761949,141.451,0.0054,195.325,195.38,195.32,195.38,197850,0.0014,0.259663048
2023/6/5,194.68,196.16,194.43,195.19,1076156,141.276,0.0076,195.12,195.21,195.11,195.19,310228,0.0022,0.288274191
2023/6/6,195.61,196,194.61,195.47,606460,141.276,0.0043,195.3,195.48,195.3,195.47,81839,0.0006,0.134945421
2023/6/7,195,196.02,194.68,194.75,1214814,141.276,0.0086,194.75,194.76,194.72,194.75,328108,0.0023,0.270089084
2023/6/8,195,196,194.63,194.72,1077575,141.276,0.0076,194.78,194.79,194.66,194.72,140220,0.001,0.130125513
2023/6/9,194.43,198.66,194.01,196.6,1866883,141.276,0.0132,196.63,196.63,196.52,196.55,155195,0.0011,0.083130544
2023/6/12,197,197.952,196.75,197.15,1367260,141.276,0.0097,197.125,197.15,197.07,197.14,249772,0.0018,0.18268069
2023/6/13,198.07,198.54,196,196.25,1727363,141.276,0.0122,196.02,196.6,196.02,196.25,189560,0.0013,0.109739528
2023/6/14,198.21,198.34,195.72,196.21,1455379,141.276,0.0103,196.1,196.28,196.08,196.24,132834,0.0009,0.091271071
2023/6/15,196.4,197.56,196.29,197.54,767893,141.276,0.0054,197.5,197.56,197.47,197.54,123987,0.0009,0.161463902
2023/6/16,198.02,198.64,197.19,198.32,1571682,141.276,0.0111,198.08,198.32,198.05,198.32,408927,0.0029,0.260184312
2023/6/20,197.97,199.555,197.5,198.78,911639,141.276,0.0065,198.735,198.81,198.735,198.77,189349,0.0013,0.207701733
2023/6/21,199.09,199.53,198.43,198.63,916362,141.276,0.0065,198.665,198.725,198.62,198.63,216823,0.0015,0.236612823
2023/6/22,198.67,199.42,198.5,198.91,612482,141.276,0.0043,198.88,198.96,198.87,198.91,57485,0.0004,0.093855819
2023/6/23,198.88,199.67,198,198.22,1641924,141.276,0.0116,198.21,198.32,198.15,198.22,549575,0.0039,0.334714031
2023/6/26,198,198.4,196.43,196.54,1147610,141.276,0.0081,196.75,196.75,196.54,196.72,236805,0.0017,0.206346233
2023/6/27,198.16,198.19,195.9,196.48,1304435,141.276,0.0092,196.365,196.5,196.345,196.48,135803,0.001,0.104108675
2023/6/28,196.99,196.99,193.49,193.87,2012197,141.276,0.0142,193.73,194,193.49,193.87,159255,0.0011,0.079144835
2023/6/29,193.5,193.725,190.67,191.53,2008051,141.276,0.0142,191.25,191.65,191.25,191.53,117371,0.0008,0.058450209
2023/6/30,192.38,193.345,191.78,192.46,1358461,141.276,0.0096,192.305,192.47,192.3,192.46,197712,0.0014,0.145541168
2023/7/3,192.9,194.44,192.25,194.43,452211,141.276,0.0032,,,,,,0,0
2023/7/5,194.04,194.54,192.99,193.4,688466,141.276,0.0049,193.49,193.53,193.35,193.4,112968,0.0008,0.164086534
2023/7/6,193.11,193.33,191.68,191.9,956783,141.276,0.0068,191.91,191.97,191.86,191.9,177849,0.0013,0.185882274
2023/7/7,191.84,192.28,191.1,191.51,699967,141.276,0.005,191.765,191.77,191.5,191.51,122950,0.0009,0.175651138
2023/7/10,192.06,192.79,191.715,192.21,920138,141.276,0.0065,192.19,192.24,192.08,192.21,223610,0.0016,0.243017895
2023/7/11,192,195.89,191.66,195,1384434,141.276,0.0098,194.991,195.04,194.95,194.95,285553,0.002,0.206259742
2023/7/12,194.74,197.82,194.5,196,971803,141.276,0.0069,196,196,195.88,196,117084,0.0008,0.120481209
2023/7/13,196.19,197.29,195.81,197.15,760187,141.276,0.0054,197,197.15,196.99,197.15,86580,0.0006,0.113893029
2023/7/14,197.5,198.1,193.77,198,1321291,141.276,0.0094,197.93,198,197.92,198,62710,0.0004,0.047461157
2023/7/17,197.17,198.455,197.05,197.6,1170404,141.276,0.0083,197.54,197.6,197.52,197.6,290524,0.0021,0.248225399
2023/7/18,197.22,197.75,196.3,196.36,854684,141.276,0.006,196.46,196.48,196.36,196.36,77307,0.0005,0.090450974
2023/7/19,196.305,197.44,195.48,195.51,1200953,141.276,0.0085,195.52,195.56,195.48,195.51,115420,0.0008,0.096107008
2023/7/20,195.77,196.95,194.68,194.78,1240241,141.276,0.0088,194.795,194.8,194.68,194.78,313414,0.0022,0.252704112
2023/7/21,195.78,195.78,193.8,194.65,3278140,141.276,0.0232,194.44,194.65,194.423,194.65,867515,0.0061,0.264636349
2023/7/24,194.19,196.44,194.04,196.23,758241,141.276,0.0054,196.2,196.23,196.17,196.23,118121,0.0008,0.155782924
2023/7/25,195.54,196.34,194.02,194.13,666960,141.276,0.0047,194.07,194.14,194.02,194.13,113669,0.0008,0.170428511
2023/7/26,194.31,194.7,192.28,192.35,675647,141.276,0.0048,192.35,192.39,192.28,192.36,59208,0.0004,0.087631559
2023/7/27,192.62,193.01,191.14,191.57,1204360,141.276,0.0085,191.515,191.57,191.39,191.57,133772,0.0009,0.111073101
2023/7/28,192,193.15,191.85,192.11,813026,141.276,0.0058,192.32,192.34,192.09,192.11,193314,0.0014,0.237770994
2023/7/31,192.5,192.87,191.71,191.78,562535,141.276,0.004,191.8,191.8,191.78,191.78,107429,0.0008,0.190973006
2023/8/1,192,192.67,191.62,192.45,686747,141.276,0.0049,192.5,192.52,192.45,192.45,64405,0.0005,0.093782718
2023/8/2,192.6,193.43,191.91,192.98,701774,141.47,0.005,193.005,193.03,192.98,193.03,134806,0.001,0.192093181
2023/8/3,193.99,194.19,192.98,193.5,556634,141.47,0.0039,193.59,193.59,193.5,193.5,72150,0.0005,0.129618385
2023/8/4,193.69,194.42,193.44,193.465,634483,141.47,0.0045,193.53,193.53,193.44,193.465,62264,0.0004,0.098133441
2023/8/7,194,194.5999,193.25,193.65,965744,141.47,0.0068,193.62,193.65,193.6,193.65,177877,0.0013,0.184186492
2023/8/8,194.94,194.94,194.09,194.65,642657,141.47,0.0045,194.65,194.65,194.55,194.63,92322,0.0007,0.143656725
2023/8/9,194.82,195.595,194.8,194.85,1052917,141.47,0.0074,195.06,195.07,194.85,194.85,68141,0.0005,0.064716402
2023/8/10,194.99,196,194.83,195,1114508,141.481,0.0079,195,195,194.98,195,65068,0.0005,0.058382712
2023/8/11,194.66,195.75,194.42,194.68,624297,141.481,0.0044,194.64,194.75,194.64,194.68,86732,0.0006,0.138927466
2023/8/14,195.14,196,194.27,194.3,748216,141.481,0.0053,194.45,194.51,194.27,194.3,84625,0.0006,0.113102366
2023/8/15,194.2,195.18,194.14,194.2,669630,141.481,0.0047,194.191,194.2,194.19,194.2,94213,0.0007,0.140694115
2023/8/16,194.16,194.92,193.23,193.35,969012,141.636,0.0068,193.39,193.42,193.335,193.35,67858,0.0005,0.070028029
2023/8/17,193.29,194.16,192.83,192.9,731783,141.636,0.0052,192.91,192.99,192.88,192.9,87681,0.0006,0.119818307
2023/8/18,192.62,193.65,192.62,192.74,486660,141.54,0.0034,192.9,192.9,192.74,192.74,89255,0.0006,0.183403197
2023/8/21,192.69,194,192.69,193.3,746661,141.54,0.0053,193.27,193.3,193.25,193.3,112462,0.0008,0.150619893
2023/8/22,193.25,194.75,193.25,194.28,1148861,141.54,0.0081,194.31,194.34,194.2,194.28,117090,0.0008,0.101918335
2023/8/23,195.18,195.95,194.55,195.64,1432252,141.54,0.0101,195.64,195.69,195.57,195.62,192323,0.0014,0.134280141
2023/8/24,196,197.95,195.62,197.76,1405737,141.54,0.0099,197.77,197.95,197.76,197.76,114492,0.0008,0.081446245
2023/8/25,197.79,199.96,197.65,199.81,902755,141.54,0.0064,199.88,199.89,199.69,199.81,89624,0.0006,0.09927832
2023/8/28,209,209.39,205.97,206.26,2857731,141.54,0.0202,206.1,206.29,205.97,206.26,187153,0.0013,0.065490069
2023/8/29,206,207.67,206,206.96,2022713,141.54,0.0143,206.9,206.96,206.84,206.96,160859,0.0011,0.079526359
2023/8/30,207.31,207.82,206.76,206.85,1984335,141.543,0.014,206.835,206.85,206.76,206.85,84535,0.0006,0.042601174
2023/8/31,207,207.74,205.74,206.07,1929526,141.54,0.0136,206.05,206.4,206,206.07,386739,0.0027,0.200432127
2023/9/1,210,210.5,207.74,207.91,2119705,141.55,0.015,207.99,207.995,207.78,207.97,166561,0.0012,0.078577444
2023/9/5,208.15,208.2,207.13,207.18,1221149,141.55,0.0086,207.24,207.24,207.13,207.18,79078,0.0006,0.064757044
2023/9/6,207.1,207.38,205.73,206.1,1278419,141.55,0.009,206.18,206.22,206.03,206.1,125786,0.0009,0.098391842
2023/9/7,206.17,206.59,204.81,204.9,1268890,141.55,0.009,205.03,205.07,204.89,204.9,153571,0.0011,0.121027827
2023/9/8,205.33,205.395,203.605,204.43,1419516,141.55,0.01,204.337,204.48,204.337,204.46,82129,0.0006,0.057857044
